ts,Printing,Warping,Layer_Shifting,Blobs_Layer_Separation,Not_Sticking_To_Bed,Stringing,Gaps,Colapsing,Not_Extruding
39.282,0,0,0,0,0,0,0,0,0
39.284,0,0,0,0,0,0,0,0,0
39.286,0,0,0,0,0,0,0,0,0
39.288,0,0,0,0,0,0,0,0,0
39.29,0,0,0,0,0,0,0,0,0
39.29,0,0,0,0,0,0,0,0,0
39.292,0,0,0,0,0,0,0,0,0
39.296,0,0,0,0,0,0,0,0,0
39.298,0,0,0,0,0,0,0,0,0
39.3,0,0,0,0,0,0,0,0,0
39.302,0,0,0,0,0,0,0,0,0
39.304,0,0,0,0,0,0,0,0,0
39.306,0,0,0,0,0,0,0,0,0
39.308,0,0,0,0,0,0,0,0,0
39.308,0,0,0,0,0,0,0,0,0
39.312,0,0,0,0,0,0,0,0,0
39.312,0,0,0,0,0,0,0,0,0
39.316,0,0,0,0,0,0,0,0,0
39.316,0,0,0,0,0,0,0,0,0
39.318,0,0,0,0,0,0,0,0,0
39.32,0,0,0,0,0,0,0,0,0
39.322,0,0,0,0,0,0,0,0,0
39.324,0,0,0,0,0,0,0,0,0
39.326,0,0,0,0,0,0,0,0,0
39.328,0,0,0,0,0,0,0,0,0
39.328,0,0,0,0,0,0,0,0,0
39.332,0,0,0,0,0,0,0,0,0
39.332,0,0,0,0,0,0,0,0,0
39.336,0,0,0,0,0,0,0,0,0
39.336,0,0,0,0,0,0,0,0,0
39.34,0,0,0,0,0,0,0,0,0
39.34,0,0,0,0,0,0,0,0,0
39.344,0,0,0,0,0,0,0,0,0
39.344,0,0,0,0,0,0,0,0,0
39.348,0,0,0,0,0,0,0,0,0
39.348,0,0,0,0,0,0,0,0,0
39.352,0,0,0,0,0,0,0,0,0
39.354,0,0,0,0,0,0,0,0,0
39.364,0,0,0,0,0,0,0,0,0
39.364,0,0,0,0,0,0,0,0,0
39.368,0,0,0,0,0,0,0,0,0
39.372,0,0,0,0,0,0,0,0,0
39.376,0,0,0,0,0,0,0,0,0
39.376,0,0,0,0,0,0,0,0,0
39.38,0,0,0,0,0,0,0,0,0
39.38,0,0,0,0,0,0,0,0,0
39.384,0,0,0,0,0,0,0,0,0
39.386,0,0,0,0,0,0,0,0,0
39.388,0,0,0,0,0,0,0,0,0
39.39,0,0,0,0,0,0,0,0,0
39.392,0,0,0,0,0,0,0,0,0
39.394,0,0,0,0,0,0,0,0,0
39.396,0,0,0,0,0,0,0,0,0
39.398,0,0,0,0,0,0,0,0,0
39.4,0,0,0,0,0,0,0,0,0
39.404,0,0,0,0,0,0,0,0,0
39.404,0,0,0,0,0,0,0,0,0
39.406,0,0,0,0,0,0,0,0,0
39.408,0,0,0,0,0,0,0,0,0
39.41,0,0,0,0,0,0,0,0,0
39.412,0,0,0,0,0,0,0,0,0
39.414,0,0,0,0,0,0,0,0,0
39.416,0,0,0,0,0,0,0,0,0
39.416,0,0,0,0,0,0,0,0,0
39.418,0,0,0,0,0,0,0,0,0
39.42,0,0,0,0,0,0,0,0,0
39.424,0,0,0,0,0,0,0,0,0
39.424,0,0,0,0,0,0,0,0,0
39.428,0,0,0,0,0,0,0,0,0
39.428,0,0,0,0,0,0,0,0,0
39.43,0,0,0,0,0,0,0,0,0
39.432,0,0,0,0,0,0,0,0,0
39.436,0,0,0,0,0,0,0,0,0
39.436,0,0,0,0,0,0,0,0,0
39.44,0,0,0,0,0,0,0,0,0
39.44,0,0,0,0,0,0,0,0,0
39.442,0,0,0,0,0,0,0,0,0
39.444,0,0,0,0,0,0,0,0,0
39.446,0,0,0,0,0,0,0,0,0
39.448,0,0,0,0,0,0,0,0,0
39.448,0,0,0,0,0,0,0,0,0
39.452,0,0,0,0,0,0,0,0,0
39.452,0,0,0,0,0,0,0,0,0
39.456,0,0,0,0,0,0,0,0,0
39.456,0,0,0,0,0,0,0,0,0
39.458,0,0,0,0,0,0,0,0,0
39.46,0,0,0,0,0,0,0,0,0
39.46,0,0,0,0,0,0,0,0,0
39.464,0,0,0,0,0,0,0,0,0
39.464,0,0,0,0,0,0,0,0,0
39.468,0,0,0,0,0,0,0,0,0
39.468,0,0,0,0,0,0,0,0,0
39.47,0,0,0,0,0,0,0,0,0
39.472,0,0,0,0,0,0,0,0,0
39.474,0,0,0,0,0,0,0,0,0
39.476,0,0,0,0,0,0,0,0,0
39.478,0,0,0,0,0,0,0,0,0
39.48,0,0,0,0,0,0,0,0,0
39.48,0,0,0,0,0,0,0,0,0
39.482,0,0,0,0,0,0,0,0,0
39.484,0,0,0,0,0,0,0,0,0
39.486,0,0,0,0,0,0,0,0,0
39.488,0,0,0,0,0,0,0,0,0
39.49,0,0,0,0,0,0,0,0,0
39.492,0,0,0,0,0,0,0,0,0
39.496,0,0,0,0,0,0,0,0,0
39.496,0,0,0,0,0,0,0,0,0
39.498,0,0,0,0,0,0,0,0,0
39.5,0,0,0,0,0,0,0,0,0
39.502,0,0,0,0,0,0,0,0,0
39.504,0,0,0,0,0,0,0,0,0
39.504,0,0,0,0,0,0,0,0,0
39.508,0,0,0,0,0,0,0,0,0
39.508,0,0,0,0,0,0,0,0,0
39.51,0,0,0,0,0,0,0,0,0
39.512,0,0,0,0,0,0,0,0,0
39.514,0,0,0,0,0,0,0,0,0
39.516,0,0,0,0,0,0,0,0,0
39.516,0,0,0,0,0,0,0,0,0
39.52,0,0,0,0,0,0,0,0,0
39.52,0,0,0,0,0,0,0,0,0
39.524,0,0,0,0,0,0,0,0,0
39.526,0,0,0,0,0,0,0,0,0
39.528,0,0,0,0,0,0,0,0,0
39.528,0,0,0,0,0,0,0,0,0
39.532,0,0,0,0,0,0,0,0,0
39.532,0,0,0,0,0,0,0,0,0
39.534,0,0,0,0,0,0,0,0,0
39.536,0,0,0,0,0,0,0,0,0
39.538,0,0,0,0,0,0,0,0,0
39.54,0,0,0,0,0,0,0,0,0
39.542,0,0,0,0,0,0,0,0,0
39.544,0,0,0,0,0,0,0,0,0
39.544,0,0,0,0,0,0,0,0,0
39.546,0,0,0,0,0,0,0,0,0
39.548,0,0,0,0,0,0,0,0,0
39.552,0,0,0,0,0,0,0,0,0
39.552,0,0,0,0,0,0,0,0,0
39.554,0,0,0,0,0,0,0,0,0
39.556,0,0,0,0,0,0,0,0,0
39.558,0,0,0,0,0,0,0,0,0
39.56,0,0,0,0,0,0,0,0,0
39.56,0,0,0,0,0,0,0,0,0
39.564,0,0,0,0,0,0,0,0,0
39.564,0,0,0,0,0,0,0,0,0
39.566,0,0,0,0,0,0,0,0,0
39.568,0,0,0,0,0,0,0,0,0
39.57,0,0,0,0,0,0,0,0,0
39.572,0,0,0,0,0,0,0,0,0
39.574,0,0,0,0,0,0,0,0,0
39.576,0,0,0,0,0,0,0,0,0
39.576,0,0,0,0,0,0,0,0,0
39.58,0,0,0,0,0,0,0,0,0
39.58,0,0,0,0,0,0,0,0,0
39.582,0,0,0,0,0,0,0,0,0
39.584,0,0,0,0,0,0,0,0,0
39.586,0,0,0,0,0,0,0,0,0
39.588,0,0,0,0,0,0,0,0,0
39.588,0,0,0,0,0,0,0,0,0
39.592,0,0,0,0,0,0,0,0,0
39.592,0,0,0,0,0,0,0,0,0
39.594,0,0,0,0,0,0,0,0,0
39.596,0,0,0,0,0,0,0,0,0
39.596,0,0,0,0,0,0,0,0,0
39.598,0,0,0,0,0,0,0,0,0
39.6,0,0,0,0,0,0,0,0,0
39.604,0,0,0,0,0,0,0,0,0
39.604,0,0,0,0,0,0,0,0,0
39.606,0,0,0,0,0,0,0,0,0
39.608,0,0,0,0,0,0,0,0,0
39.61,0,0,0,0,0,0,0,0,0
39.61,0,0,0,0,0,0,0,0,0
39.612,0,0,0,0,0,0,0,0,0
39.616,0,0,0,0,0,0,0,0,0
39.616,0,0,0,0,0,0,0,0,0
39.618,0,0,0,0,0,0,0,0,0
39.62,0,0,0,0,0,0,0,0,0
39.622,0,0,0,0,0,0,0,0,0
39.624,0,0,0,0,0,0,0,0,0
39.624,0,0,0,0,0,0,0,0,0
39.628,0,0,0,0,0,0,0,0,0
39.628,0,0,0,0,0,0,0,0,0
39.63,0,0,0,0,0,0,0,0,0
39.632,0,0,0,0,0,0,0,0,0
39.634,0,0,0,0,0,0,0,0,0
39.636,0,0,0,0,0,0,0,0,0
39.636,0,0,0,0,0,0,0,0,0
39.64,0,0,0,0,0,0,0,0,0
39.64,0,0,0,0,0,0,0,0,0
39.642,0,0,0,0,0,0,0,0,0
39.644,0,0,0,0,0,0,0,0,0
39.646,0,0,0,0,0,0,0,0,0
39.648,0,0,0,0,0,0,0,0,0
39.648,0,0,0,0,0,0,0,0,0
39.652,0,0,0,0,0,0,0,0,0
39.652,0,0,0,0,0,0,0,0,0
39.654,0,0,0,0,0,0,0,0,0
39.656,0,0,0,0,0,0,0,0,0
39.658,0,0,0,0,0,0,0,0,0
39.66,0,0,0,0,0,0,0,0,0
39.662,0,0,0,0,0,0,0,0,0
39.662,0,0,0,0,0,0,0,0,0
39.664,0,0,0,0,0,0,0,0,0
39.668,0,0,0,0,0,0,0,0,0
39.668,0,0,0,0,0,0,0,0,0
39.67,0,0,0,0,0,0,0,0,0
39.672,0,0,0,0,0,0,0,0,0
39.674,0,0,0,0,0,0,0,0,0
39.674,0,0,0,0,0,0,0,0,0
39.676,0,0,0,0,0,0,0,0,0
39.68,0,0,0,0,0,0,0,0,0
39.68,0,0,0,0,0,0,0,0,0
39.682,0,0,0,0,0,0,0,0,0
39.684,0,0,0,0,0,0,0,0,0
39.684,0,0,0,0,0,0,0,0,0
39.688,0,0,0,0,0,0,0,0,0
39.688,0,0,0,0,0,0,0,0,0
39.69,0,0,0,0,0,0,0,0,0
39.692,0,0,0,0,0,0,0,0,0
39.694,0,0,0,0,0,0,0,0,0
39.696,0,0,0,0,0,0,0,0,0
39.698,0,0,0,0,0,0,0,0,0
39.7,0,0,0,0,0,0,0,0,0
39.7,0,0,0,0,0,0,0,0,0
39.704,0,0,0,0,0,0,0,0,0
39.704,0,0,0,0,0,0,0,0,0
39.706,0,0,0,0,0,0,0,0,0
39.71,0,0,0,0,0,0,0,0,0
39.712,0,0,0,0,0,0,0,0,0
39.712,0,0,0,0,0,0,0,0,0
39.716,0,0,0,0,0,0,0,0,0
39.716,0,0,0,0,0,0,0,0,0
39.72,0,0,0,0,0,0,0,0,0
39.72,0,0,0,0,0,0,0,0,0
39.722,0,0,0,0,0,0,0,0,0
39.724,0,0,0,0,0,0,0,0,0
39.726,0,0,0,0,0,0,0,0,0
39.728,0,0,0,0,0,0,0,0,0
39.728,0,0,0,0,0,0,0,0,0
39.732,0,0,0,0,0,0,0,0,0
39.732,0,0,0,0,0,0,0,0,0
39.736,0,0,0,0,0,0,0,0,0
39.736,0,0,0,0,0,0,0,0,0
39.738,0,0,0,0,0,0,0,0,0
39.74,0,0,0,0,0,0,0,0,0
39.74,0,0,0,0,0,0,0,0,0
39.744,0,0,0,0,0,0,0,0,0
39.744,0,0,0,0,0,0,0,0,0
39.746,0,0,0,0,0,0,0,0,0
39.748,0,0,0,0,0,0,0,0,0
39.75,0,0,0,0,0,0,0,0,0
39.752,0,0,0,0,0,0,0,0,0
39.752,0,0,0,0,0,0,0,0,0
39.76,0,0,0,0,0,0,0,0,0
39.76,0,0,0,0,0,0,0,0,0
39.764,0,0,0,0,0,0,0,0,0
39.764,0,0,0,0,0,0,0,0,0
39.768,0,0,0,0,0,0,0,0,0
39.768,0,0,0,0,0,0,0,0,0
39.77,0,0,0,0,0,0,0,0,0
39.772,0,0,0,0,0,0,0,0,0
39.774,0,0,0,0,0,0,0,0,0
39.776,0,0,0,0,0,0,0,0,0
39.778,0,0,0,0,0,0,0,0,0
39.78,0,0,0,0,0,0,0,0,0
39.782,0,0,0,0,0,0,0,0,0
39.784,0,0,0,0,0,0,0,0,0
39.786,0,0,0,0,0,0,0,0,0
39.788,0,0,0,0,0,0,0,0,0
39.79,0,0,0,0,0,0,0,0,0
39.79,0,0,0,0,0,0,0,0,0
39.794,0,0,0,0,0,0,0,0,0
39.796,0,0,0,0,0,0,0,0,0
39.798,0,0,0,0,0,0,0,0,0
39.81,0,0,0,0,0,0,0,0,0
39.812,0,0,0,0,0,0,0,0,0
39.816,0,0,0,0,0,0,0,0,0
39.816,0,0,0,0,0,0,0,0,0
39.82,0,0,0,0,0,0,0,0,0
39.822,0,0,0,0,0,0,0,0,0
39.824,0,0,0,0,0,0,0,0,0
39.828,0,0,0,0,0,0,0,0,0
39.828,0,0,0,0,0,0,0,0,0
39.832,0,0,0,0,0,0,0,0,0
39.832,0,0,0,0,0,0,0,0,0
39.836,0,0,0,0,0,0,0,0,0
39.838,0,0,0,0,0,0,0,0,0
39.84,0,0,0,0,0,0,0,0,0
39.842,0,0,0,0,0,0,0,0,0
39.844,0,0,0,0,0,0,0,0,0
39.846,0,0,0,0,0,0,0,0,0
39.848,0,0,0,0,0,0,0,0,0
39.848,0,0,0,0,0,0,0,0,0
39.852,0,0,0,0,0,0,0,0,0
39.852,0,0,0,0,0,0,0,0,0
39.854,0,0,0,0,0,0,0,0,0
39.858,0,0,0,0,0,0,0,0,0
39.86,0,0,0,0,0,0,0,0,0
39.86,0,0,0,0,0,0,0,0,0
39.864,0,0,0,0,0,0,0,0,0
39.864,0,0,0,0,0,0,0,0,0
39.868,0,0,0,0,0,0,0,0,0
39.868,0,0,0,0,0,0,0,0,0
39.87,0,0,0,0,0,0,0,0,0
39.872,0,0,0,0,0,0,0,0,0
39.874,0,0,0,0,0,0,0,0,0
39.876,0,0,0,0,0,0,0,0,0
39.878,0,0,0,0,0,0,0,0,0
39.88,0,0,0,0,0,0,0,0,0
39.882,0,0,0,0,0,0,0,0,0
39.884,0,0,0,0,0,0,0,0,0
39.886,0,0,0,0,0,0,0,0,0
39.888,0,0,0,0,0,0,0,0,0
39.89,0,0,0,0,0,0,0,0,0
39.892,0,0,0,0,0,0,0,0,0
39.894,0,0,0,0,0,0,0,0,0
39.896,0,0,0,0,0,0,0,0,0
39.896,0,0,0,0,0,0,0,0,0
39.9,0,0,0,0,0,0,0,0,0
39.9,0,0,0,0,0,0,0,0,0
39.904,0,0,0,0,0,0,0,0,0
39.904,0,0,0,0,0,0,0,0,0
39.906,0,0,0,0,0,0,0,0,0
39.908,0,0,0,0,0,0,0,0,0
39.91,0,0,0,0,0,0,0,0,0
39.912,0,0,0,0,0,0,0,0,0
39.914,0,0,0,0,0,0,0,0,0
39.916,0,0,0,0,0,0,0,0,0
39.918,0,0,0,0,0,0,0,0,0
39.922,0,0,0,0,0,0,0,0,0
39.924,0,0,0,0,0,0,0,0,0
39.926,0,0,0,0,0,0,0,0,0
39.928,0,0,0,0,0,0,0,0,0
39.928,0,0,0,0,0,0,0,0,0
39.932,0,0,0,0,0,0,0,0,0
39.932,0,0,0,0,0,0,0,0,0
39.936,0,0,0,0,0,0,0,0,0
39.936,0,0,0,0,0,0,0,0,0
39.94,0,0,0,0,0,0,0,0,0
39.94,0,0,0,0,0,0,0,0,0
39.942,0,0,0,0,0,0,0,0,0
39.944,0,0,0,0,0,0,0,0,0
39.946,0,0,0,0,0,0,0,0,0
39.948,0,0,0,0,0,0,0,0,0
39.948,0,0,0,0,0,0,0,0,0
39.952,0,0,0,0,0,0,0,0,0
39.952,0,0,0,0,0,0,0,0,0
39.956,0,0,0,0,0,0,0,0,0
39.958,0,0,0,0,0,0,0,0,0
39.96,0,0,0,0,0,0,0,0,0
39.96,0,0,0,0,0,0,0,0,0
39.964,0,0,0,0,0,0,0,0,0
39.964,0,0,0,0,0,0,0,0,0
39.966,0,0,0,0,0,0,0,0,0
39.968,0,0,0,0,0,0,0,0,0
39.97,0,0,0,0,0,0,0,0,0
39.972,0,0,0,0,0,0,0,0,0
39.974,0,0,0,0,0,0,0,0,0
39.976,0,0,0,0,0,0,0,0,0
39.976,0,0,0,0,0,0,0,0,0
39.98,0,0,0,0,0,0,0,0,0
39.982,0,0,0,0,0,0,0,0,0
39.984,0,0,0,0,0,0,0,0,0
39.984,0,0,0,0,0,0,0,0,0
39.988,0,0,0,0,0,0,0,0,0
39.988,0,0,0,0,0,0,0,0,0
39.992,0,0,0,0,0,0,0,0,0
39.992,0,0,0,0,0,0,0,0,0
39.994,0,0,0,0,0,0,0,0,0
39.996,0,0,0,0,0,0,0,0,0
39.998,0,0,0,0,0,0,0,0,0
40.0,0,0,0,0,0,0,0,0,0
40.002,0,0,0,0,0,0,0,0,0
40.004,0,0,0,0,0,0,0,0,0
40.004,0,0,0,0,0,0,0,0,0
40.008,0,0,0,0,0,0,0,0,0
40.008,0,0,0,0,0,0,0,0,0
40.012,0,0,0,0,0,0,0,0,0
40.012,0,0,0,0,0,0,0,0,0
40.014,0,0,0,0,0,0,0,0,0
40.016,0,0,0,0,0,0,0,0,0
40.018,0,0,0,0,0,0,0,0,0
40.02,0,0,0,0,0,0,0,0,0
40.022,0,0,0,0,0,0,0,0,0
40.024,0,0,0,0,0,0,0,0,0
40.026,0,0,0,0,0,0,0,0,0
40.028,0,0,0,0,0,0,0,0,0
40.028,0,0,0,0,0,0,0,0,0
40.032,0,0,0,0,0,0,0,0,0
40.032,0,0,0,0,0,0,0,0,0
40.034,0,0,0,0,0,0,0,0,0
40.036,0,0,0,0,0,0,0,0,0
40.04,0,0,0,0,0,0,0,0,0
40.04,0,0,0,0,0,0,0,0,0
40.044,0,0,0,0,0,0,0,0,0
40.044,0,0,0,0,0,0,0,0,0
40.046,0,0,0,0,0,0,0,0,0
40.048,0,0,0,0,0,0,0,0,0
40.05,0,0,0,0,0,0,0,0,0
40.052,0,0,0,0,0,0,0,0,0
40.054,0,0,0,0,0,0,0,0,0
40.056,0,0,0,0,0,0,0,0,0
40.058,0,0,0,0,0,0,0,0,0
40.06,0,0,0,0,0,0,0,0,0
40.06,0,0,0,0,0,0,0,0,0
40.064,0,0,0,0,0,0,0,0,0
40.064,0,0,0,0,0,0,0,0,0
40.068,0,0,0,0,0,0,0,0,0
40.068,0,0,0,0,0,0,0,0,0
40.072,0,0,0,0,0,0,0,0,0
40.074,0,0,0,0,0,0,0,0,0
40.076,0,0,0,0,0,0,0,0,0
40.078,0,0,0,0,0,0,0,0,0
40.08,0,0,0,0,0,0,0,0,0
40.08,0,0,0,0,0,0,0,0,0
40.084,0,0,0,0,0,0,0,0,0
40.084,0,0,0,0,0,0,0,0,0
40.088,0,0,0,0,0,0,0,0,0
40.088,0,0,0,0,0,0,0,0,0
40.092,0,0,0,0,0,0,0,0,0
40.092,0,0,0,0,0,0,0,0,0
40.096,0,0,0,0,0,0,0,0,0
40.096,0,0,0,0,0,0,0,0,0
40.098,0,0,0,0,0,0,0,0,0
40.102,0,0,0,0,0,0,0,0,0
40.104,0,0,0,0,0,0,0,0,0
40.106,0,0,0,0,0,0,0,0,0
40.108,0,0,0,0,0,0,0,0,0
40.108,0,0,0,0,0,0,0,0,0
40.11,0,0,0,0,0,0,0,0,0
40.112,0,0,0,0,0,0,0,0,0
40.116,0,0,0,0,0,0,0,0,0
40.116,0,0,0,0,0,0,0,0,0
40.118,0,0,0,0,0,0,0,0,0
40.12,0,0,0,0,0,0,0,0,0
40.122,0,0,0,0,0,0,0,0,0
40.124,0,0,0,0,0,0,0,0,0
40.126,0,0,0,0,0,0,0,0,0
40.128,0,0,0,0,0,0,0,0,0
40.128,0,0,0,0,0,0,0,0,0
40.132,0,0,0,0,0,0,0,0,0
40.132,0,0,0,0,0,0,0,0,0
40.136,0,0,0,0,0,0,0,0,0
40.136,0,0,0,0,0,0,0,0,0
40.14,0,0,0,0,0,0,0,0,0
40.14,0,0,0,0,0,0,0,0,0
40.144,0,0,0,0,0,0,0,0,0
40.144,0,0,0,0,0,0,0,0,0
40.146,0,0,0,0,0,0,0,0,0
40.148,0,0,0,0,0,0,0,0,0
40.15,0,0,0,0,0,0,0,0,0
40.152,0,0,0,0,0,0,0,0,0
40.154,0,0,0,0,0,0,0,0,0
40.156,0,0,0,0,0,0,0,0,0
40.158,0,0,0,0,0,0,0,0,0
40.16,0,0,0,0,0,0,0,0,0
40.162,0,0,0,0,0,0,0,0,0
40.162,0,0,0,0,0,0,0,0,0
40.164,0,0,0,0,0,0,0,0,0
40.168,0,0,0,0,0,0,0,0,0
40.17,0,0,0,0,0,0,0,0,0
40.172,0,0,0,0,0,0,0,0,0
40.174,0,0,0,0,0,0,0,0,0
40.176,0,0,0,0,0,0,0,0,0
40.178,0,0,0,0,0,0,0,0,0
40.18,0,0,0,0,0,0,0,0,0
40.18,0,0,0,0,0,0,0,0,0
40.184,0,0,0,0,0,0,0,0,0
40.184,0,0,0,0,0,0,0,0,0
40.188,0,0,0,0,0,0,0,0,0
40.188,0,0,0,0,0,0,0,0,0
40.192,0,0,0,0,0,0,0,0,0
40.192,0,0,0,0,0,0,0,0,0
40.194,0,0,0,0,0,0,0,0,0
40.196,0,0,0,0,0,0,0,0,0
40.198,0,0,0,0,0,0,0,0,0
40.2,0,0,0,0,0,0,0,0,0
40.2,0,0,0,0,0,0,0,0,0
40.204,0,0,0,0,0,0,0,0,0
40.204,0,0,0,0,0,0,0,0,0
40.208,0,0,0,0,0,0,0,0,0
40.208,0,0,0,0,0,0,0,0,0
40.212,0,0,0,0,0,0,0,0,0
40.212,0,0,0,0,0,0,0,0,0
40.214,0,0,0,0,0,0,0,0,0
40.216,0,0,0,0,0,0,0,0,0
40.218,0,0,0,0,0,0,0,0,0
40.22,0,0,0,0,0,0,0,0,0
40.222,0,0,0,0,0,0,0,0,0
40.224,0,0,0,0,0,0,0,0,0
40.226,0,0,0,0,0,0,0,0,0
40.228,0,0,0,0,0,0,0,0,0
40.228,0,0,0,0,0,0,0,0,0
40.232,0,0,0,0,0,0,0,0,0
40.232,0,0,0,0,0,0,0,0,0
40.236,0,0,0,0,0,0,0,0,0
40.236,0,0,0,0,0,0,0,0,0
40.24,0,0,0,0,0,0,0,0,0
40.24,0,0,0,0,0,0,0,0,0
40.244,0,0,0,0,0,0,0,0,0
40.244,0,0,0,0,0,0,0,0,0
40.246,0,0,0,0,0,0,0,0,0
40.248,0,0,0,0,0,0,0,0,0
40.25,0,0,0,0,0,0,0,0,0
40.252,0,0,0,0,0,0,0,0,0
40.256,0,0,0,0,0,0,0,0,0
40.258,0,0,0,0,0,0,0,0,0
40.26,0,0,0,0,0,0,0,0,0
40.262,0,0,0,0,0,0,0,0,0
40.264,0,0,0,0,0,0,0,0,0
40.266,0,0,0,0,0,0,0,0,0
40.268,0,0,0,0,0,0,0,0,0
40.272,0,0,0,0,0,0,0,0,0
40.272,0,0,0,0,0,0,0,0,0
40.274,0,0,0,0,0,0,0,0,0
40.276,0,0,0,0,0,0,0,0,0
40.278,0,0,0,0,0,0,0,0,0
40.28,0,0,0,0,0,0,0,0,0
40.282,0,0,0,0,0,0,0,0,0
40.284,0,0,0,0,0,0,0,0,0
40.288,0,0,0,0,0,0,0,0,0
40.288,0,0,0,0,0,0,0,0,0
40.29,0,0,0,0,0,0,0,0,0
40.292,0,0,0,0,0,0,0,0,0
40.294,0,0,0,0,0,0,0,0,0
40.296,0,0,0,0,0,0,0,0,0
40.298,0,0,0,0,0,0,0,0,0
40.3,0,0,0,0,0,0,0,0,0
40.302,0,0,0,0,0,0,0,0,0
40.304,0,0,0,0,0,0,0,0,0
40.306,0,0,0,0,0,0,0,0,0
40.308,0,0,0,0,0,0,0,0,0
40.308,0,0,0,0,0,0,0,0,0
40.312,0,0,0,0,0,0,0,0,0
40.312,0,0,0,0,0,0,0,0,0
40.316,0,0,0,0,0,0,0,0,0
40.316,0,0,0,0,0,0,0,0,0
40.32,0,0,0,0,0,0,0,0,0
40.32,0,0,0,0,0,0,0,0,0
40.322,0,0,0,0,0,0,0,0,0
40.324,0,0,0,0,0,0,0,0,0
40.326,0,0,0,0,0,0,0,0,0
40.33,0,0,0,0,0,0,0,0,0
40.332,0,0,0,0,0,0,0,0,0
40.336,0,0,0,0,0,0,0,0,0
40.336,0,0,0,0,0,0,0,0,0
40.342,0,0,0,0,0,0,0,0,0
40.344,0,0,0,0,0,0,0,0,0
40.348,0,0,0,0,0,0,0,0,0
40.348,0,0,0,0,0,0,0,0,0
40.352,0,0,0,0,0,0,0,0,0
40.352,0,0,0,0,0,0,0,0,0
40.356,0,0,0,0,0,0,0,0,0
40.36,0,0,0,0,0,0,0,0,0
40.36,0,0,0,0,0,0,0,0,0
40.364,0,0,0,0,0,0,0,0,0
40.364,0,0,0,0,0,0,0,0,0
40.368,0,0,0,0,0,0,0,0,0
40.368,0,0,0,0,0,0,0,0,0
40.374,0,0,0,0,0,0,0,0,0
40.376,0,0,0,0,0,0,0,0,0
40.378,0,0,0,0,0,0,0,0,0
40.38,0,0,0,0,0,0,0,0,0
40.38,0,0,0,0,0,0,0,0,0
40.384,0,0,0,0,0,0,0,0,0
40.388,0,0,0,0,0,0,0,0,0
40.39,0,0,0,0,0,0,0,0,0
40.392,0,0,0,0,0,0,0,0,0
40.392,0,0,0,0,0,0,0,0,0
40.396,0,0,0,0,0,0,0,0,0
40.396,0,0,0,0,0,0,0,0,0
40.398,0,0,0,0,0,0,0,0,0
40.402,0,0,0,0,0,0,0,0,0
40.404,0,0,0,0,0,0,0,0,0
40.404,0,0,0,0,0,0,0,0,0
40.406,0,0,0,0,0,0,0,0,0
40.408,0,0,0,0,0,0,0,0,0
40.412,0,0,0,0,0,0,0,0,0
40.412,0,0,0,0,0,0,0,0,0
40.414,0,0,0,0,0,0,0,0,0
40.416,0,0,0,0,0,0,0,0,0
40.418,0,0,0,0,0,0,0,0,0
40.42,0,0,0,0,0,0,0,0,0
40.42,0,0,0,0,0,0,0,0,0
40.424,0,0,0,0,0,0,0,0,0
40.426,0,0,0,0,0,0,0,0,0
40.428,0,0,0,0,0,0,0,0,0
40.428,0,0,0,0,0,0,0,0,0
40.432,0,0,0,0,0,0,0,0,0
40.432,0,0,0,0,0,0,0,0,0
40.434,0,0,0,0,0,0,0,0,0
40.436,0,0,0,0,0,0,0,0,0
40.438,0,0,0,0,0,0,0,0,0
40.44,0,0,0,0,0,0,0,0,0
40.442,0,0,0,0,0,0,0,0,0
40.444,0,0,0,0,0,0,0,0,0
40.444,0,0,0,0,0,0,0,0,0
40.448,0,0,0,0,0,0,0,0,0
40.448,0,0,0,0,0,0,0,0,0
40.45,0,0,0,0,0,0,0,0,0
40.452,0,0,0,0,0,0,0,0,0
40.454,0,0,0,0,0,0,0,0,0
40.456,0,0,0,0,0,0,0,0,0
40.456,0,0,0,0,0,0,0,0,0
40.46,0,0,0,0,0,0,0,0,0
40.46,0,0,0,0,0,0,0,0,0
40.464,0,0,0,0,0,0,0,0,0
40.464,0,0,0,0,0,0,0,0,0
40.466,0,0,0,0,0,0,0,0,0
40.468,0,0,0,0,0,0,0,0,0
40.47,0,0,0,0,0,0,0,0,0
40.47,0,0,0,0,0,0,0,0,0
40.472,0,0,0,0,0,0,0,0,0
40.476,0,0,0,0,0,0,0,0,0
40.476,0,0,0,0,0,0,0,0,0
40.478,0,0,0,0,0,0,0,0,0
40.48,0,0,0,0,0,0,0,0,0
40.482,0,0,0,0,0,0,0,0,0
40.484,0,0,0,0,0,0,0,0,0
40.486,0,0,0,0,0,0,0,0,0
40.488,0,0,0,0,0,0,0,0,0
40.49,0,0,0,0,0,0,0,0,0
40.492,0,0,0,0,0,0,0,0,0
40.492,0,0,0,0,0,0,0,0,0
40.496,0,0,0,0,0,0,0,0,0
40.496,0,0,0,0,0,0,0,0,0
40.498,0,0,0,0,0,0,0,0,0
40.5,0,0,0,0,0,0,0,0,0
40.5,0,0,0,0,0,0,0,0,0
40.504,0,0,0,0,0,0,0,0,0
40.504,0,0,0,0,0,0,0,0,0
40.508,0,0,0,0,0,0,0,0,0
40.508,0,0,0,0,0,0,0,0,0
